start_date,incident_type,receiver_country,receiver_region,receiver_category,initiator_country,initiator_category,data_theft,has_disruption,disruption,hijacking,economic_impact,impact_indicator_value
2024-06-22,Hijacking with Misuse,Turkey,ASIA; NATO; MEA,Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",> 10 Mio - 100 Mio,7.0
2024-06-18,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",> 10 Mio - 100 Mio,11.0
2024-06-20,Disruption; Hijacking with Misuse; Ransomware,Indonesia,ASIA; SCS; SEA,State institutions / political system,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2023-06-01,Data theft; Hijacking with Misuse,Germany,EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2021-05-01,Hijacking with Misuse,France; France; France; France,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU,State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system,Russia,State,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2024-05-04,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2024-06-01,Data theft; Hijacking with Misuse,France; Not available,EUROPE; NATO; EU(MS); WESTEU - ,Critical infrastructure - Unknown,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-06-17,Data theft; Disruption; Hijacking with Misuse; Ransomware,Austria; Austria,EUROPE; EU(MS); WESTEU - EUROPE; EU(MS); WESTEU,Critical infrastructure - Critical infrastructure; Education,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2024-06-18,Disruption; Hijacking with Misuse,Germany,EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-06-08,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-06-06,Data theft; Disruption; Hijacking with Misuse; Ransomware,Spain,EUROPE; NATO; EU(MS),Critical infrastructure; Critical infrastructure; Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2024-06-15,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2024-06-16,Data theft & Doxing; Hijacking with Misuse,Philippines,ASIA; SCS; SEA,State institutions / political system,Philippines,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2024-06-15,Disruption,France; France; France; France; France; France; France; France; France; France; France; France; France; France; France,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU,State institutions / political system - State institutions / political system - Social groups - State institutions / political system - State institutions / political system - State institutions / political system - Media - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system - State institutions / political system,Russia,Non-state-group,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2021-01-01,Data theft; Hijacking with Misuse,Not available,,Unknown,China,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-06-14,Hijacking without Misuse,Spain,EUROPE; NATO; EU(MS),State institutions / political system,Not available,Not available,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2024-06-14,Hijacking with Misuse,Pakistan,ASIA; SASIA; SCO,International / supranational organization,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2024-05-20,Data theft; Hijacking with Misuse; Ransomware,France,EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-06-12,Disruption; Hijacking with Misuse; Ransomware; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system,Not available,Not available,Not available; Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity); Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity); Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-10-01,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-06-11,Disruption,Belgium,EUROPE; EU(MS); NATO; WESTEU,State institutions / political system,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2024-06-12,Disruption; Hijacking with Misuse,Russia; Russia; Russia; Russia,EUROPE; EASTEU; CSTO; SCO - EUROPE; EASTEU; CSTO; SCO - EUROPE; EASTEU; CSTO; SCO - EUROPE; EASTEU; CSTO; SCO,Critical infrastructure - Critical infrastructure - State institutions / political system - Critical infrastructure,Ukraine,State,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2022-01-01,Hijacking without Misuse,United States,NATO; NORTHAM,Critical infrastructure,China,State,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",Not available,6.0
2024-06-13,Disruption,Israel,ASIA; MENA; MEA,Critical infrastructure,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-01-06,Disruption; Hijacking with Misuse,Singapore,ASIA,Critical infrastructure,India,Individual hacker(s),Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Err:510,9.0
2024-06-04,Hijacking with Misuse,United Kingdom,EUROPE; NATO; NORTHEU,Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",> 10 Mio - 100 Mio,7.0
2024-05-19,Data theft; Disruption; Hijacking with Misuse; Ransomware,Japan,ASIA; SCS; NEA,Critical infrastructure,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2024-09-05,Data theft; Hijacking with Misuse,Germany,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-06-10,Hijacking with Misuse,Not available,,Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",> 10 Mio - 100 Mio,7.0
2024-06-01,Disruption; Hijacking with Misuse; Ransomware,Mexico,,Critical infrastructure; Education,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
,Data theft; Hijacking with Misuse,EU (region),,State institutions / political system; State institutions / political system,Russia,State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-06-10,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2024-06-01,Disruption; Hijacking with Misuse,Russia,EUROPE; EASTEU; CSTO; SCO,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-01-01,Hijacking without Misuse,Ukraine,EUROPE; EASTEU,State institutions / political system,Russia,"Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2024-06-04,Disruption; Hijacking with Misuse; Ransomware,Vietnam,ASIA; SCS; SEA,State institutions / political system; Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-15,Data theft & Doxing; Hijacking with Misuse,Singapore,ASIA,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-01-01,Data theft; Disruption; Hijacking with Misuse; Ransomware,Taiwan,ASIA; SCS,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2024-06-06,Disruption,Netherlands; EU (institutions); Netherlands; Netherlands,EUROPE; NATO; EU(MS); WESTEU -  - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU,State institutions / political system - International / supranational organization - State institutions / political system - State institutions / political system,Russia,Non-state-group,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2024-06-06,Disruption; Hijacking with Misuse; Ransomware,Italy,EUROPE; NATO; EU(MS),Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-01,Hijacking without Misuse,; Not available, - ,Critical infrastructure - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Not available,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2024-06-02,Hijacking with Misuse,Not available,,Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Err:510,6.0
2024-03-01,Data theft & Doxing; Hijacking with Misuse; Ransomware,Australia,OC,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2021-01-01,Data theft; Hijacking with Misuse,Asia (region); Europe (region); Not available, -  - ,Critical infrastructure - Critical infrastructure - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2022-03-01,Data theft; Hijacking with Misuse,Southeast Asia (region),,State institutions / political system,China; China; China,"Non-state actor, state-affiliation suggested; Non-state actor, state-affiliation suggested; Non-state actor, state-affiliation suggested",For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-27,Hijacking without Misuse,United States; China; United States,NATO; NORTHAM - ASIA; SCS; EASIA; NEA; SCO - NATO; NORTHAM,Media - Critical infrastructure - Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2024-03-01,Hijacking with Misuse,Belgium,EUROPE; EU(MS); NATO; WESTEU,State institutions / political system; Education,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2024-06-03,Data theft & Doxing; Disruption; Hijacking with Misuse; Ransomware,United Kingdom,EUROPE; NATO; NORTHEU,Critical infrastructure,Russia,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,13.0
2024-06-02,Disruption,Mexico,,State institutions / political system,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2024-05-31,Hijacking with Misuse,Poland,EUROPE; NATO; EU(MS); EASTEU,State institutions / political system; Media,Russia,State,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2024-05-18,Data theft & Doxing; Hijacking with Misuse,Taiwan,ASIA; SCS,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-05-31,Disruption; Hijacking with Misuse,United Kingdom,EUROPE; NATO; NORTHEU,State institutions / political system; Education,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-31,Disruption; Hijacking with Misuse; Ransomware,Switzerland,EUROPE; WESTEU,State institutions / political system; Education,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-10-25,Disruption; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-05,Data theft; Hijacking with Misuse,Spain,EUROPE; NATO; EU(MS),Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-05-21,Data theft; Hijacking with Misuse,Not available; United Kingdom, - EUROPE; NATO; NORTHEU,Critical infrastructure - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-01-01,Hijacking with Misuse,Not available,,Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Err:510,5.0
2024-05-27,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system; Education,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-01,Hijacking without Misuse,Not available,,Critical infrastructure,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2024-05-25,Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2024-04-01,Hijacking without Misuse,Not available,,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2023-12-01,Data theft; Hijacking with Misuse; Ransomware,Not available,,Critical infrastructure,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2024-02-01,Hijacking without Misuse,Not available,,Unknown,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
,Data theft; Hijacking with Misuse,Not available,,Unknown,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-05-25,Disruption; Hijacking with Misuse; Ransomware,Russia,EUROPE; EASTEU; CSTO; SCO,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-26,Disruption; Hijacking with Misuse; Ransomware,France,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-04-16,Disruption,United States,NATO; NORTHAM,State institutions / political system; Education,United States,Individual hacker(s),Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),Not available,,7.0
2024-04-01,Disruption; Hijacking with Misuse; Ransomware,Not available,,Unknown,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2023-10-03,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-05,Data theft; Disruption; Hijacking with Misuse; Ransomware,Netherlands; Netherlands; Netherlands,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU,State institutions / political system - Critical infrastructure - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2024-05-01,Data theft & Doxing; Hijacking with Misuse; Ransomware,Switzerland,EUROPE; WESTEU,Critical infrastructure,Russia,Unknown - not attributed,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2024-05-23,Disruption,Germany; Germany; Germany,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU,State institutions / political system - State institutions / political system - State institutions / political system,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2024-05-13,Data theft; Hijacking with Misuse,Canada,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-05-01,Data theft & Doxing; Hijacking with Misuse,Not available; Belgium, - EUROPE; EU(MS); NATO; WESTEU,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system,Not available,Not available; Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2018-01-01,Data theft; Hijacking with Misuse,South China Sea (region); South China Sea (region), - ,State institutions / political system - State institutions / political system,China,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-05-22,Disruption,Denmark,EUROPE; NATO; EU(MS); NORTHEU,State institutions / political system; Critical infrastructure,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2024-05-21,Disruption,New Caledonia,,Critical infrastructure,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2024-05-07,Data theft; Disruption; Hijacking with Misuse; Ransomware,Italy,EUROPE; NATO; EU(MS),State institutions / political system; Critical infrastructure; Education,Not available,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2024-04-28,Data theft; Disruption; Hijacking with Misuse; Ransomware,Canada,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2023-05-17,Data theft; Hijacking with Misuse,Australia,OC,State institutions / political system; Critical infrastructure; Education,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-05-01,Data theft & Doxing; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2024-05-17,Hijacking with Misuse,Dominican Republic,,State institutions / political system,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2022-11-01,Hijacking without Misuse,"Korea, Republic of; Korea, Republic of; Korea, Republic of",ASIA; SCS; NEA - ASIA; SCS; NEA - ASIA; SCS; NEA,State institutions / political system - State institutions / political system - Other,"Korea, Democratic People's Republic of",Not available,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,7.0
2023-09-04,Data theft & Doxing; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2020-01-01,Data theft; Hijacking with Misuse,Europe (region); Europe (region), - ,State institutions / political system - State institutions / political system,Russia,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-05-14,Hijacking with Misuse,Not available,,Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",Err:510,6.0
2024-01-01,Data theft & Doxing; Hijacking with Misuse; Ransomware,Australia,OC,Critical infrastructure,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,9.0
2024-05-11,Hijacking without Misuse,Germany,EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2024-05-07,Disruption,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2023-11-07,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2024-02-08,Data theft; Hijacking with Misuse; Ransomware,Germany,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system; Critical infrastructure; Education,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-01-01,Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2024-05-10,Hijacking with Misuse,France,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
,Data theft; Hijacking with Misuse,Spain; Not available,EUROPE; NATO; EU(MS) - ,Critical infrastructure - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
