start_date,incident_type,receiver_country,receiver_region,receiver_category,initiator_country,initiator_category,data_theft,has_disruption,disruption,hijacking,economic_impact,impact_indicator_value
2008-10-01,Data theft,United States,NATO; NORTHAM,State institutions / political system,Russia,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,0.0
2008-11-01,Disruption,Pakistan,ASIA; SASIA; SCO,State institutions / political system,India,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2008-01-01,Data theft,United Kingdom; United States; France,EUROPE; NATO; EU(MS); NORTHEU - NATO; NORTHAM - EUROPE; NATO; EU(MS); WESTEU,Media - Media - Media,United Kingdom,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,
2008-01-01,Data theft,Global (region),,End user(s) / specially protected groups,United States,State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2008-01-01,Data theft,Global (region),,End user(s) / specially protected groups,United Kingdom,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,
2007-08-12,Disruption,United Nations; United Nations Economic and Social Council; United Nations Environment Programme; United States; Israel; United Kingdom, -  -  - NATO; NORTHAM - ASIA; MENA; MEA - EUROPE; NATO; EU(MS); NORTHEU,International / supranational organization; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - International / supranational organization; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - International / supranational organization; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - International / supranational organization; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - International / supranational organization; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - International / supranational organization; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science,Turkey,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2007-01-01,Disruption,Russia,EUROPE; EASTEU; CSTO; SCO,State institutions / political system; State institutions / political system,Russia,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2007-01-22,Disruption,Azerbaijan,ASIA; CENTAS,State institutions / political system; Media,Armenia,State,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2007-01-29,Disruption,Armenia,ASIA; CENTAS; CSTO,Social groups; Other,Azerbaijan,Individual hacker(s),none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2007-02-05,Disruption,Azerbaijan,ASIA; CENTAS,Media,Armenia,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2007-03-01,Data theft,"Korea, Republic of",ASIA; SCS; NEA,State institutions / political system; Science,"Korea, Democratic People's Republic of",State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,
2007-04-27,Disruption,Estonia,EUROPE; NATO; EU(MS); NORTHEU,State institutions / political system; State institutions / political system; State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Media,Russia,"Non-state actor, state-affiliation suggested",none,True,Long-term disruption (> 24h; incident scores 2 points in intensity),none,,
2007-06-01,Data theft,United States,NATO; NORTHAM,State institutions / political system; State institutions / political system,China,State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,0.0
2007-08-01,Data theft,Germany,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system,China,State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2007-09-01,Data theft,United States,NATO; NORTHAM,State institutions / political system,Unknown,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2008-01-01,Data theft,"Taiwan; Korea, Republic of; Japan",ASIA; SCS - ASIA; SCS; NEA - ASIA; SCS; NEA,State institutions / political system; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Unknown,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2007-09-01,Data theft,France,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system; State institutions / political system,China,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2007-09-06,Disruption; Hijacking with Misuse,Syria,ASIA; MENA; MEA,State institutions / political system,Israel,State,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2007-10-01,Disruption,United States,NATO; NORTHAM,Science,China,"Non-state actor, state-affiliation suggested",none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,0.0
2007-10-01,Data theft,China,ASIA; SCS; EASIA; NEA; SCO,State institutions / political system; Critical infrastructure; State institutions / political system; State institutions / political system,Taiwan,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,0.0
2007-11-01,Data theft,United Kingdom,EUROPE; NATO; EU(MS); NORTHEU,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),China,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,0.0
2008-01-01,Data theft,United States,NATO; NORTHAM,State institutions / political system; State institutions / political system,China,State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,0.0
2008-01-01,Data theft; Hijacking with Misuse,"Germany; Pakistan; Saudi Arabia; Russia; Brazil; Austria; Iran, Islamic Republic of; Belgium",EUROPE; NATO; EU(MS); WESTEU - ASIA; SASIA; SCO - ASIA; MENA; MEA; GULFC - EUROPE; EASTEU; CSTO; SCO - SOUTHAM - EUROPE; EU(MS); WESTEU - ASIA; MENA; MEA - EUROPE; EU(MS); NATO; WESTEU,State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure; Critical infrastructure - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure; Critical infrastructure,United Kingdom,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2008-01-01,Data theft,Israel,ASIA; MENA; MEA,State institutions / political system,United States; United Kingdom,State; State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,0.0
2011-01-02,Disruption,India,ASIA; SASIA; SCO,State institutions / political system,Pakistan,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-01-09,Data theft; Disruption; Hijacking with Misuse,Ireland,EUROPE; EU(MS); NORTHEU,State institutions / political system,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,0.0
2011-01-24,Disruption,France,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system,Unknown,Unknown - not attributed,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-01-01,Data theft & Doxing,Syria,ASIA; MENA; MEA,State institutions / political system; State institutions / political system; State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Unknown,Unknown - not attributed,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,
2012-01-01,Data theft,Japan; Taiwan,ASIA; SCS; NEA - ASIA; SCS,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),China,Unknown - not attributed,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,
2012-01-01,Data theft; Hijacking with Misuse,United Kingdom; Israel; United States,EUROPE; NATO; EU(MS); NORTHEU - ASIA; MENA; MEA - NATO; NORTHAM,State institutions / political system; Media - State institutions / political system; Media - State institutions / political system; Media,Palestine,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2012-01-01,Data theft; Hijacking with Misuse,Taiwan; Indonesia; Philippines; Vietnam; Thailand,ASIA; SCS - ASIA; SCS; SEA - ASIA; SCS; SEA - ASIA; SCS; SEA - ASIA; SEA,State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Science - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Science - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Science - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Science - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Science,Unknown,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2012-01-01,Data theft; Hijacking with Misuse,,,,Lebanon,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2012-01-01,Data theft; Hijacking with Misuse,United Arab Emirates; United Kingdom,ASIA; MENA; MEA; GULFC - EUROPE; NATO; EU(MS); NORTHEU,Social groups; End user(s) / specially protected groups; Media - Social groups; End user(s) / specially protected groups; Media,United Arab Emirates,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2012-01-01,Data theft; Hijacking with Misuse,Kenya; Yemen; Iraq; Middle East (region); Africa,AFRICA; SSA - ASIA; MENA; MEA - ASIA; MENA; MEA -  - ,Social groups - Social groups - Social groups - Social groups - Social groups,Unknown,"Non-state actor, state-affiliation suggested",For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2012-01-01,Data theft & Doxing,Austria,EUROPE; EU(MS); WESTEU,International / supranational organization,"Iran, Islamic Republic of",Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,0.0
2012-01-01,Data theft,Israel,ASIA; MENA; MEA,State institutions / political system,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2012-01-01,Data theft; Hijacking with Misuse,Global (region),,Critical infrastructure,China,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2012-01-01,Hijacking without Misuse,Russia,EUROPE; EASTEU; CSTO; SCO,Critical infrastructure,United States,State,none,False,none,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,
2012-01-01,Data theft; Hijacking with Misuse,Global (region),,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups,United States,State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2012-01-01,Disruption,Afghanistan,ASIA; SASIA,Social groups,United Kingdom,State,none,True,Long-term disruption (> 24h; incident scores 2 points in intensity),none,,
2012-01-01,Data theft,Canada,NATO; NORTHAM,End user(s) / specially protected groups,Canada,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,
2012-01-01,Data theft,United States,NATO; NORTHAM,Critical infrastructure; End user(s) / specially protected groups,United States; United Kingdom,State; State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,0.0
2012-01-01,Data theft; Hijacking with Misuse,Taiwan; Japan; Hong Kong,ASIA; SCS - ASIA; SCS; NEA - ASIA,State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Unknown,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2012-01-01,Data theft; Hijacking with Misuse,Venezuela; Ecuador,SOUTHAM - ,State institutions / political system - State institutions / political system,Unknown,Unknown - not attributed,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2012-01-01,Data theft; Hijacking without Misuse,United States; Canada; Israel; Germany; Saudi Arabia; Turkey; United Arab Emirates; United Kingdom; France; China,NATO; NORTHAM - NATO; NORTHAM - ASIA; MENA; MEA - EUROPE; NATO; EU(MS); WESTEU - ASIA; MENA; MEA; GULFC - ASIA; NATO; MEA - ASIA; MENA; MEA; GULFC - EUROPE; NATO; EU(MS); NORTHEU - EUROPE; NATO; EU(MS); WESTEU - ASIA; SCS; EASIA; NEA; SCO,State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system; State institutions / political system; Critical infrastructure; Critical infrastructure; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,
2012-01-01,Data theft,United States; Germany,NATO; NORTHAM - EUROPE; NATO; EU(MS); WESTEU,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),China,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,0.0
2012-01-01,Data theft & Doxing,Israel,ASIA; MENA; MEA,End user(s) / specially protected groups; Other,Saudi Arabia,Individual hacker(s),For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2011-01-01,Data theft; Hijacking with Misuse,India; United Kingdom; Saudi Arabia; Cambodia; United States; Canada; Malaysia; Norway; Germany; Austria,ASIA; SASIA; SCO - EUROPE; NATO; EU(MS); NORTHEU - ASIA; MENA; MEA; GULFC - ASIA; SEA - NATO; NORTHAM - NATO; NORTHAM - ASIA; SCS; SEA - EUROPE; NATO; NORTHEU - EUROPE; NATO; EU(MS); WESTEU - EUROPE; EU(MS); WESTEU,State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science,China,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2011-01-01,Data theft; Hijacking with Misuse,Eastern Europe; Balkans (region), - ,State institutions / political system; State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Unknown,Unknown - not attributed,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2011-12-26,Disruption,France,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system,Turkey,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-11-10,Disruption,Turkey,ASIA; NATO; MEA,State institutions / political system,Qatar,Individual hacker(s),none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-10-21,Data theft & Doxing,United States,NATO; NORTHAM,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Media,United States,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2011-10-26,Disruption,"Korea, Republic of",ASIA; SCS; NEA,State institutions / political system,"Korea, Republic of","Non-state actor, state-affiliation suggested",none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-10-27,Disruption,United States,NATO; NORTHAM,State institutions / political system,Unknown,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-10-29,Disruption,Mexico,,State institutions / political system,Mexico,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-11-01,Disruption,Palestine,ASIA; MENA; MEA,Critical infrastructure,Israel,State,none,True,Long-term disruption (> 24h; incident scores 2 points in intensity),none,,
2011-11-05,Disruption,El Salvador,CENTAM,State institutions / political system; State institutions / political system; State institutions / political system,Unknown,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-11-08,Data theft & Doxing,Finland,EUROPE; EU(MS); NORTHEU,Social groups,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2011-11-08,Disruption,Russia,EUROPE; EASTEU; CSTO; SCO,Media,Russia,"Non-state actor, state-affiliation suggested",none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-11-10,Disruption,Bangladesh,ASIA; SASIA,State institutions / political system,Unknown,Unknown - not attributed,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-12-24,Data theft & Doxing,United States,NATO; NORTHAM,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2011-11-11,Disruption,Unknown,,State institutions / political system,France; Germany; Slovakia; United States,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,0.0
2011-11-17,Data theft; Disruption,Israel,ASIA; MENA; MEA,State institutions / political system; State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-11-29,Data theft & Doxing,United States; France; Switzerland,NATO; NORTHAM - EUROPE; NATO; EU(MS); WESTEU - EUROPE; WESTEU,International / supranational organization - International / supranational organization - International / supranational organization,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2011-12-05,Data theft; Hijacking with Misuse,Syria,ASIA; MENA; MEA,State institutions / political system,Unknown,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2011-12-08,Data theft & Doxing; Disruption,Pakistan,ASIA; SASIA; SCO,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),India,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-12-12,Data theft & Doxing,United States,NATO; NORTHAM,Media,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2011-12-12,Disruption,Guyana,,State institutions / political system,Unknown,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2011-12-19,Data theft & Doxing,United States,NATO; NORTHAM,State institutions / political system,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2012-01-01,Data theft & Doxing,United States,NATO; NORTHAM,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Unknown,Non-state-group,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,
2012-01-01,Data theft; Hijacking with Misuse,India,ASIA; SASIA; SCO,State institutions / political system,China,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2011-10-16,Disruption,Maldives,ASIA; SASIA,State institutions / political system,Unknown,Unknown - not attributed,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-01-01,Data theft; Hijacking with Misuse,Canada; United Kingdom; Lebanon; Turkey; United States; Israel,NATO; NORTHAM - EUROPE; NATO; EU(MS); NORTHEU - ASIA; MENA; MEA - ASIA; NATO; MEA - NATO; NORTHAM - ASIA; MENA; MEA,Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure - Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure - Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure - Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure - Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure - Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); End user(s) / specially protected groups; Critical infrastructure,Lebanon,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
2012-02-29,Disruption,Interpol,,International / supranational organization,Unknown,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-03-01,Disruption,India,ASIA; SASIA; SCO,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Other,Pakistan,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-03-01,Disruption,Holy See (Vatican City State),EUROPE,State institutions / political system; Critical infrastructure,Unknown,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-03-01,Data theft & Doxing,United States; Mexico,NATO; NORTHAM - ,State institutions / political system; Media - State institutions / political system; Media,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2012-03-01,Disruption,India,ASIA; SASIA; SCO,State institutions / political system; Critical infrastructure; Media; Other,Unknown,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-03-02,Disruption,United Kingdom,EUROPE; NATO; EU(MS); NORTHEU,Media,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,0.0
2012-03-21,Disruption,Israel,ASIA; MENA; MEA,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Palestine,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-03-25,Disruption,Israel,ASIA; MENA; MEA,State institutions / political system; State institutions / political system,Unknown,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-04-01,Disruption,Croatia,EUROPE; BALKANS; NATO; EU(MS),State institutions / political system; International / supranational organization,Unknown,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-04-01,Disruption,United States,NATO; NORTHAM,State institutions / political system,Syria,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-04-01,Data theft & Doxing; Disruption,China,ASIA; SCS; EASIA; NEA; SCO,State institutions / political system; Media; State institutions / political system,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),none,,
2012-04-01,Data theft,United States,NATO; NORTHAM,Science,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2012-04-01,Disruption,United States,NATO; NORTHAM,Social groups,Unknown,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-04-20,Data theft & Doxing,United States,NATO; NORTHAM,State institutions / political system,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2012-04-21,Disruption; Hijacking with Misuse,"Iran, Islamic Republic of",ASIA; MENA; MEA,State institutions / political system; Critical infrastructure,Unknown,"Non-state actor, state-affiliation suggested",none,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,0.0
